Source URL,Source Title,Top 1 URL,Top 1 Title,Top 1 Score,Top 2 URL,Top 2 Title,Top 2 Score,Top 3 URL,Top 3 Title,Top 3 Score,Top 4 URL,Top 4 Title,Top 4 Score,Top 5 URL,Top 5 Title,Top 5 Score
https://www.mgmresorts.com/en/gamesense.html,GameSense,https://www.mgmresorts.com/en/casino/poker.html,"Poker - Rules, Tables, & Tournaments",0.239,https://www.mgmresorts.com/en/mgm-rewards/program-rules.html,Program Rules,0.171,https://www.mgmresorts.com/en/casino/slots.html,"Slots - Rules, Machines, Tournaments",0.134,https://www.mgmresorts.com/en/casino/slots/mgm-resorts-slot-series.html,MGM Resorts Slot Series,0.110,https://www.mgmresorts.com/en/groups-and-weddings/sustainable-events.html,Sustainable Events,0.108
https://www.mgmresorts.com/en/groups-and-weddings/sports-tourism.html,Sports Tourism at MGM Resorts,https://www.mgmresorts.com/en/groups-and-weddings/meetings.html,Meetings,0.511,https://www.mgmresorts.com/en/groups-and-weddings/groups-and-events.html,Groups and Events,0.199,https://www.mgmresorts.com/en/groups-and-weddings/sustainable-events.html,Sustainable Events,0.195,https://www.mgmresorts.com/en/groups-and-weddings/signature-events.html,Signature Events,0.174,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.170
https://www.mgmresorts.com/en/things-to-do/parking.html,Parking at MGM Resorts,https://www.mgmresorts.com/en/app.html,MGM Rewards Mobile App | Mobile Check In & Digital Room Key | Download MGM App,0.117,https://www.mgmresorts.com/en/destinations.html,"Resorts, Hotels, Las Vegas & Worldwide | MGM Resorts International",0.099,https://www.mgmresorts.com/en/faq.html,Frequently Asked Questions,0.096,https://www.mgmresorts.com/en/groups-and-weddings/sustainable-events.html,Sustainable Events,0.095,https://www.mgmresorts.com/en/things-to-do/pools.html,Hotels With Pools | Pool Cabanas | MGM Resorts International,0.087
https://www.mgmresorts.com/en/the-cosmopolitan-of-las-vegas.html,The Cosmopolitan of Las Vegas,https://www.mgmresorts.com/en/things-to-do/the-park-las-vegas.html,The Park Vegas,0.150,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.091,https://www.mgmresorts.com/en/things-to-do/the-fan-district.html,The Fan District,0.087,https://www.mgmresorts.com/en/leasing-and-operating-partnership-opportunities.html,Leasing & Operating Partnership Opportunities,0.072,https://www.mgmresorts.com/en/things-to-do/spas.html,Spas Las Vegas,0.063
https://www.mgmresorts.com/en/entertainment/t-mobile-arena/summer-walker.html,Summer Walker: Still Finally Over It Tour,https://www.mgmresorts.com/en/offers/new-kids-on-the-block-vip-experiences.html,New Kids On The Block VIP Luxe Packages,0.255,https://www.mgmresorts.com/policies/terms-of-use.html,Terms of Use,0.215,https://www.mgmresorts.com/en/things-to-do/gift-cards.html,Gift Cards,0.203,https://www.mgmresorts.com/en/groups-and-weddings/signature-events.html,Signature Events,0.181,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.178
https://www.mgmresorts.com/en/entertainment.html,"Entertainment, Concerts, Shows in Las Vegas | Shows & Concerts in US",https://www.mgmresorts.com/en/things-to-do.html,"Pools, Nightclubs, Attractions | Things To Do In Las Vegas | MGM Resorts",0.347,https://www.mgmresorts.com/en/things-to-do/shopping.html,Best Shopping on Las Vegas Strip,0.183,https://www.mgmresorts.com/en/offers/military.html,Las Vegas Military Discounts,0.176,https://www.mgmresorts.com/en/things-to-do/golf.html,Golf Courses in Las Vegas,0.174,https://www.mgmresorts.com/en/things-to-do/clubs.html,"Las Vegas Clubs, Bars, and Lounges",0.166
https://www.mgmresorts.com/en/casino/slots.html,"Slots - Rules, Machines, Tournaments",https://www.mgmresorts.com/en/casino/slots/mgm-resorts-slot-series.html,MGM Resorts Slot Series,0.350,https://www.mgmresorts.com/en/casino/poker.html,"Poker - Rules, Tables, & Tournaments",0.322,https://www.mgmresorts.com/en/casino/table-games.html,Casino Table Games,0.318,https://www.mgmresorts.com/en/casino.html,"Las Vegas Casinos | Poker, Blackjack, Slot Machines | Casino Worldwide",0.301,https://www.mgmresorts.com/en/casino/omnigaming.html,Omnichannel Games - Introducing MGM Riches and So Much More,0.154
https://www.mgmresorts.com/en/groups-and-weddings/meet-the-team.html,Meet the Team,https://www.mgmresorts.com/en/groups-and-weddings/meetings.html,Meetings,0.199,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.160,https://www.mgmresorts.com/en/groups-and-weddings/sustainable-events.html,Sustainable Events,0.122,https://www.mgmresorts.com/en/groups-and-weddings/sports-tourism.html,Sports Tourism at MGM Resorts,0.115,https://www.mgmresorts.com/en/groups-and-weddings/groups-and-events.html,Groups and Events,0.114
https://www.mgmresorts.com/en/things-to-do/the-fan-district.html,The Fan District,https://www.mgmresorts.com/policies/terms-of-use.html,Terms of Use,0.232,https://www.mgmresorts.com/en/things-to-do/gift-cards.html,Gift Cards,0.218,https://www.mgmresorts.com/en/entertainment/t-mobile-arena/summer-walker.html,Summer Walker: Still Finally Over It Tour,0.170,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.162,https://www.mgmresorts.com/en/groups-and-weddings/signature-events.html,Signature Events,0.158
https://www.mgmresorts.com/en/things-to-do/shopping.html,Best Shopping on Las Vegas Strip,https://www.mgmresorts.com/en/things-to-do/spas.html,Spas Las Vegas,0.340,https://www.mgmresorts.com/en/things-to-do.html,"Pools, Nightclubs, Attractions | Things To Do In Las Vegas | MGM Resorts",0.232,https://www.mgmresorts.com/en/entertainment.html,"Entertainment, Concerts, Shows in Las Vegas | Shows & Concerts in US",0.183,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.152,https://www.mgmresorts.com/en/things-to-do/clubs.html,"Las Vegas Clubs, Bars, and Lounges",0.150
https://www.mgmresorts.com/en/things-to-do/the-park-las-vegas.html,The Park Vegas,https://www.mgmresorts.com/en/the-cosmopolitan-of-las-vegas.html,The Cosmopolitan of Las Vegas,0.150,https://www.mgmresorts.com/en/things-to-do/the-fan-district.html,The Fan District,0.116,https://www.mgmresorts.com/en/things-to-do/clubs.html,"Las Vegas Clubs, Bars, and Lounges",0.115,https://www.mgmresorts.com/en/entertainment/t-mobile-arena/summer-walker.html,Summer Walker: Still Finally Over It Tour,0.087,https://www.mgmresorts.com/en/groups-and-weddings/unique-venues.html,Unique Venues,0.078
https://www.mgmresorts.com/en/mgm-rewards/program-rules.html,Program Rules,https://www.mgmresorts.com/en/mgm-rewards/earn.html,MGM Rewards - What You Can (and Cannot) Earn On,0.433,https://www.mgmresorts.com/en/leasing-and-operating-partnership-opportunities.html,Leasing & Operating Partnership Opportunities,0.234,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.198,https://www.mgmresorts.com/en/casino/slots/mgm-resorts-slot-series.html,MGM Resorts Slot Series,0.192,https://www.mgmresorts.com/en/gamesense.html,GameSense,0.171
https://www.mgmresorts.com/en/things-to-do/gift-cards.html,Gift Cards,https://www.mgmresorts.com/policies/terms-of-use.html,Terms of Use,0.396,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.237,https://www.mgmresorts.com/en/things-to-do/the-fan-district.html,The Fan District,0.218,https://www.mgmresorts.com/en/entertainment/t-mobile-arena/summer-walker.html,Summer Walker: Still Finally Over It Tour,0.203,https://www.mgmresorts.com/en/mgm-rewards/preferred-partners/royal-caribbean-and-celebrity-cruises.html,Royal Caribbean International & Celebrity Cruises,0.155
https://www.mgmresorts.com/en/casino/omnigaming.html,Omnichannel Games - Introducing MGM Riches and So Much More,https://www.mgmresorts.com/en/casino/table-games.html,Casino Table Games,0.216,https://www.mgmresorts.com/en/casino/slots/mgm-resorts-slot-series.html,MGM Resorts Slot Series,0.176,https://www.mgmresorts.com/en/casino/sportsbooks.html,BetMGM,0.157,https://www.mgmresorts.com/en/casino/slots.html,"Slots - Rules, Machines, Tournaments",0.154,https://www.mgmresorts.com/en/casino.html,"Las Vegas Casinos | Poker, Blackjack, Slot Machines | Casino Worldwide",0.093
https://www.mgmresorts.com/en/groups-and-weddings/unique-venues.html,Unique Venues,https://www.mgmresorts.com/en/groups-and-weddings/weddings-and-events.html,Weddings & Events at MGM Resorts,0.422,https://www.mgmresorts.com/en/restaurants.html,"Restaurants, Buffets, & Private Dining | Las Vegas Restaurants | MGM Resorts",0.285,https://www.mgmresorts.com/en/groups-and-weddings/groups-and-events.html,Groups and Events,0.269,https://www.mgmresorts.com/en/groups-and-weddings/meetings.html,Meetings,0.263,https://www.mgmresorts.com/en/groups-and-weddings/mgm-resorts-event-productions.html,MGM Resorts Event Productions,0.199
https://www.mgmresorts.com/en/casino/poker.html,"Poker - Rules, Tables, & Tournaments",https://www.mgmresorts.com/en/casino/table-games.html,Casino Table Games,0.357,https://www.mgmresorts.com/en/casino/slots.html,"Slots - Rules, Machines, Tournaments",0.322,https://www.mgmresorts.com/en/casino.html,"Las Vegas Casinos | Poker, Blackjack, Slot Machines | Casino Worldwide",0.252,https://www.mgmresorts.com/en/gamesense.html,GameSense,0.239,https://www.mgmresorts.com/en/things-to-do/golf.html,Golf Courses in Las Vegas,0.068
https://www.mgmresorts.com/en/casino/sportsbooks/betmgm-sportsbooks.html,BetMGM Sportsbooks,https://www.mgmresorts.com/en/casino/sportsbooks.html,BetMGM,0.363,https://www.mgmresorts.com/en/things-to-do/pools.html,Hotels With Pools | Pool Cabanas | MGM Resorts International,0.233,https://www.mgmresorts.com/en/casino.html,"Las Vegas Casinos | Poker, Blackjack, Slot Machines | Casino Worldwide",0.218,https://www.mgmresorts.com/en/destinations.html,"Resorts, Hotels, Las Vegas & Worldwide | MGM Resorts International",0.208,https://www.mgmresorts.com/en.html,MGM Resorts International | Global Gaming and Entertainment Company,0.195
https://www.mgmresorts.com/en/offers/new-kids-on-the-block-vip-experiences.html,New Kids On The Block VIP Luxe Packages,https://www.mgmresorts.com/en/entertainment/t-mobile-arena/summer-walker.html,Summer Walker: Still Finally Over It Tour,0.255,https://www.mgmresorts.com/en/things-to-do/the-fan-district.html,The Fan District,0.156,https://www.mgmresorts.com/en/groups-and-weddings/mgm-resorts-event-productions.html,MGM Resorts Event Productions,0.105,https://www.mgmresorts.com/en/mgm-rewards/preferred-partners/royal-caribbean-and-celebrity-cruises.html,Royal Caribbean International & Celebrity Cruises,0.101,https://www.mgmresorts.com/en/mgm-rewards/preferred-partners/marriott.html,MGM Collection with Marriott Bonvoy,0.089
https://www.mgmresorts.com/en/casino/slots/mgm-resorts-slot-series.html,MGM Resorts Slot Series,https://www.mgmresorts.com/en/casino/slots.html,"Slots - Rules, Machines, Tournaments",0.350,https://www.mgmresorts.com/en/mgm-rewards/program-rules.html,Program Rules,0.192,https://www.mgmresorts.com/en/mgm-rewards/tiers.html,MGM Rewards Tier Benefits,0.182,https://www.mgmresorts.com/en/casino/omnigaming.html,Omnichannel Games - Introducing MGM Riches and So Much More,0.176,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.132
https://www.mgmresorts.com/en/casino.html,"Las Vegas Casinos | Poker, Blackjack, Slot Machines | Casino Worldwide",https://www.mgmresorts.com/en/destinations.html,"Resorts, Hotels, Las Vegas & Worldwide | MGM Resorts International",0.312,https://www.mgmresorts.com/en/casino/slots.html,"Slots - Rules, Machines, Tournaments",0.301,https://www.mgmresorts.com/en/casino/table-games.html,Casino Table Games,0.300,https://www.mgmresorts.com/en/casino/poker.html,"Poker - Rules, Tables, & Tournaments",0.252,https://www.mgmresorts.com/en/casino/sportsbooks/betmgm-sportsbooks.html,BetMGM Sportsbooks,0.218
https://www.mgmresorts.com/en/faq.html,Frequently Asked Questions,https://www.mgmresorts.com/en/app.html,MGM Rewards Mobile App | Mobile Check In & Digital Room Key | Download MGM App,0.204,https://www.mgmresorts.com/en/destinations.html,"Resorts, Hotels, Las Vegas & Worldwide | MGM Resorts International",0.144,https://www.mgmresorts.com/en.html,MGM Resorts International | Global Gaming and Entertainment Company,0.103,https://www.mgmresorts.com/en/things-to-do/parking.html,Parking at MGM Resorts,0.096,https://www.mgmresorts.com/en/mgm-rewards/program-rules.html,Program Rules,0.079
https://www.mgmresorts.com/en/destinations.html,"Resorts, Hotels, Las Vegas & Worldwide | MGM Resorts International",https://www.mgmresorts.com/en/casino.html,"Las Vegas Casinos | Poker, Blackjack, Slot Machines | Casino Worldwide",0.312,https://www.mgmresorts.com/en.html,MGM Resorts International | Global Gaming and Entertainment Company,0.268,https://www.mgmresorts.com/en/restaurants.html,"Restaurants, Buffets, & Private Dining | Las Vegas Restaurants | MGM Resorts",0.261,https://www.mgmresorts.com/en/things-to-do/pools.html,Hotels With Pools | Pool Cabanas | MGM Resorts International,0.238,https://www.mgmresorts.com/en/casino/sportsbooks/betmgm-sportsbooks.html,BetMGM Sportsbooks,0.208
https://www.mgmresorts.com/en/leasing-and-operating-partnership-opportunities.html,Leasing & Operating Partnership Opportunities,https://www.mgmresorts.com/en/mgm-rewards/program-rules.html,Program Rules,0.234,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.145,https://www.mgmresorts.com/en/mgm-rewards/earn.html,MGM Rewards - What You Can (and Cannot) Earn On,0.123,https://www.mgmresorts.com/en/things-to-do/shopping.html,Best Shopping on Las Vegas Strip,0.115,https://www.mgmresorts.com/en/casino/slots/mgm-resorts-slot-series.html,MGM Resorts Slot Series,0.097
https://www.mgmresorts.com/en/offers/military.html,Las Vegas Military Discounts,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.327,https://www.mgmresorts.com/en/app.html,MGM Rewards Mobile App | Mobile Check In & Digital Room Key | Download MGM App,0.186,https://www.mgmresorts.com/en/entertainment.html,"Entertainment, Concerts, Shows in Las Vegas | Shows & Concerts in US",0.176,https://www.mgmresorts.com/en/things-to-do/clubs.html,"Las Vegas Clubs, Bars, and Lounges",0.148,https://www.mgmresorts.com/en/restaurants.html,"Restaurants, Buffets, & Private Dining | Las Vegas Restaurants | MGM Resorts",0.137
https://www.mgmresorts.com/en/mgm-rewards/tiers.html,MGM Rewards Tier Benefits,https://www.mgmresorts.com/en/mgm-rewards/earn.html,MGM Rewards - What You Can (and Cannot) Earn On,0.339,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.300,https://www.mgmresorts.com/en/casino/slots/mgm-resorts-slot-series.html,MGM Resorts Slot Series,0.182,https://www.mgmresorts.com/en/mgm-rewards/program-rules.html,Program Rules,0.166,https://www.mgmresorts.com/en/app.html,MGM Rewards Mobile App | Mobile Check In & Digital Room Key | Download MGM App,0.136
https://www.mgmresorts.com/en/things-to-do.html,"Pools, Nightclubs, Attractions | Things To Do In Las Vegas | MGM Resorts",https://www.mgmresorts.com/en/things-to-do/pools.html,Hotels With Pools | Pool Cabanas | MGM Resorts International,0.509,https://www.mgmresorts.com/en/things-to-do/clubs.html,"Las Vegas Clubs, Bars, and Lounges",0.387,https://www.mgmresorts.com/en/entertainment.html,"Entertainment, Concerts, Shows in Las Vegas | Shows & Concerts in US",0.347,https://www.mgmresorts.com/en/things-to-do/spas.html,Spas Las Vegas,0.318,https://www.mgmresorts.com/en/things-to-do/shopping.html,Best Shopping on Las Vegas Strip,0.232
https://www.mgmresorts.com/en/app.html,MGM Rewards Mobile App | Mobile Check In & Digital Room Key | Download MGM App,https://www.mgmresorts.com/en/mgm-rewards.html,MGM Rewards | Loyalty Program | Earn Points & Special Discounts,0.393,https://www.mgmresorts.com/en/faq.html,Frequently Asked Questions,0.204,https://www.mgmresorts.com/en/offers/military.html,Las Vegas Military Discounts,0.186,https://www.mgmresorts.com/en/mgm-rewards/tiers.html,MGM Rewards Tier Benefits,0.136,https://www.mgmresorts.com/en/things-to-do/parking.html,Parking at MGM Resorts,0.117
https://www.mgmresorts.com/en/things-to-do/pools.html,Hotels With Pools | Pool Cabanas | MGM Resorts International,https://www.mgmresorts.com/en/things-to-do.html,"Pools, Nightclubs, Attractions | Things To Do In Las Vegas | MGM Resorts",0.509,https://www.mgmresorts.com/en/things-to-do/spas.html,Spas Las Vegas,0.292,https://www.mgmresorts.com/en/destinations.html,"Resorts, Hotels, Las Vegas & Worldwide | MGM Resorts International",0.238,https://www.mgmresorts.com/en/casino/sportsbooks/betmgm-sportsbooks.html,BetMGM Sportsbooks,0.233,https://www.mgmresorts.com/en/things-to-do/clubs.html,"Las Vegas Clubs, Bars, and Lounges",0.209
https://www.mgmresorts.com/en/restaurants.html,"Restaurants, Buffets, & Private Dining | Las Vegas Restaurants | MGM Resorts",https://www.mgmresorts.com/en/groups-and-weddings/unique-venues.html,Unique Venues,0.285,https://www.mgmresorts.com/en/destinations.html,"Resorts, Hotels, Las Vegas & Worldwide | MGM Resorts International",0.261,https://www.mgmresorts.com/en/casino.html,"Las Vegas Casinos | Poker, Blackjack, Slot Machines | Casino Worldwide",0.201,https://www.mgmresorts.com/en/things-to-do/clubs.html,"Las Vegas Clubs, Bars, and Lounges",0.193,https://www.mgmresorts.com/en/things-to-do.html,"Pools, Nightclubs, Attractions | Things To Do In Las Vegas | MGM Resorts",0.165
https://www.mgmresorts.com/policies/terms-of-use.html,Terms of Use,https://www.mgmresorts.com/en/things-to-do/gift-cards.html,Gift Cards,0.396,https://www.mgmresorts.com/en/things-to-do/the-fan-district.html,The Fan District,0.232,https://www.mgmresorts.com/en/entertainment/t-mobile-arena/summer-walker.html,Summer Walker: Still Finally Over It Tour,0.215,https://www.mgmresorts.com/en/groups-and-weddings/signature-events.html,Signature Events,0.192,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.185
https://www.mgmresorts.com/en/groups-and-weddings/signature-events.html,Signature Events,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.310,https://www.mgmresorts.com/policies/terms-of-use.html,Terms of Use,0.192,https://www.mgmresorts.com/en/entertainment/t-mobile-arena/summer-walker.html,Summer Walker: Still Finally Over It Tour,0.181,https://www.mgmresorts.com/en/groups-and-weddings/sports-tourism.html,Sports Tourism at MGM Resorts,0.174,https://www.mgmresorts.com/en/groups-and-weddings/weddings-and-events.html,Weddings & Events at MGM Resorts,0.170
https://www.mgmresorts.com/en/groups-and-weddings/sustainable-events.html,Sustainable Events,https://www.mgmresorts.com/en/groups-and-weddings/mgm-resorts-event-productions.html,MGM Resorts Event Productions,0.288,https://www.mgmresorts.com/en/groups-and-weddings/weddings-and-events.html,Weddings & Events at MGM Resorts,0.253,https://www.mgmresorts.com/en/groups-and-weddings/meetings/meeting-and-event-services-.html,Meeting and Event Services,0.224,https://www.mgmresorts.com/en/groups-and-weddings/meetings.html,Meetings,0.222,https://www.mgmresorts.com/en/groups-and-weddings/sports-tourism.html,Sports Tourism at MGM Resorts,0.195
